,project_id,requirement,label,source,model,zero_shot,few_shot,zero_shot_cot,raw_inst
1342,52,""" """"The OPEN shall Provide an interface to all Applications that ensures that the GlobalPlatform security mechanism cannot be bypassed, deactivated, corrupted or otherwise circumvented,""""""",sec,SecReq,llama3,sec,sec,sec,sec
1343,52," The OPEN shall Check application access rules according to the Applications' privileges,",sec,SecReq,llama3,sec,sec,sec,sec
1344,52, The OPEN shall Manage card and Application Life Cycle,nonsec,SecReq,llama3,sec,sec,sec,nonsec
1345,52," The OPEN shall Ensure that the Card Content changes are authorized by the Card Issuer,",sec,SecReq,llama3,sec,sec,sec,sec
1346,52," The OPEN shall Ensure that application code has been signed by the Controlling Authority represented on the card,",sec,SecReq,llama3,sec,sec,sec,sec
1347,52," The OPEN shall Ensure that application code has been signed by Application Providers represented on the card, if required.",sec,SecReq,llama3,sec,sec,sec,sec
1348,52, Security Domains enforce the security policies of their off-card Security Domain Provider.,sec,SecReq,llama3,sec,sec,sec,sec
1349,52,""" """"When applicable a Security Domain shall Communicate with off-card entities in accordance with its Security Domain Provider's security policy in Pre-Issuance and Post-Issuance,""""""",sec,SecReq,llama3,sec,sec,sec,sec
1350,52," When applicable a Security Domain shall Manage on-card data securely,",sec,SecReq,llama3,,sec,sec,sec
1351,52,""" """"When applicable a Security Domain shall Provide cryptographic protection services for its own Applications during their personalization and optionally during their subsequent operation,""""""",sec,SecReq,llama3,sec,sec,sec,sec
1352,52," When applicable a Security Domain shall Request the OPEN to load, install, extradite, and delete card content,",nonsec,SecReq,llama3,,sec,sec,sec
1353,52," When applicable a Security Domain shall Return to the off-card entity any receipt for load, install, extradition, and delete,",nonsec,SecReq,llama3,,sec,sec,sec
1354,52," When applicable a Security Domain shall Verify the authorization for Card Content changes initiated by an off-card authority,",sec,SecReq,llama3,sec,sec,sec,sec
1355,52," When applicable a Security Domain shall Generate receipts for load, install, extradition, and delete,",nonsec,SecReq,llama3,,sec,,sec
1356,52, When applicable a Security Domain shall Verify the load file data block signature when requested by the OPEN.,sec,SecReq,llama3,sec,sec,sec,sec
1357,52," A Global Services Application shall Be able to provide services to other Applications, such as CVM services,",nonsec,SecReq,llama3,sec,sec,nonsec,nonsec
1358,52," A Global Services Application shall Hold the Global Services application-related data securely,",sec,SecReq,llama3,sec,sec,sec,sec
1359,52, A Global Services Application shall Perform internal security measures as required by the service.,sec,SecReq,llama3,sec,sec,sec,sec
1360,52, Applications should Expose only data and resources that are necessary for proper application functionality,sec,SecReq,llama3,sec,sec,sec,sec
1361,52, Applications should Perform internal security measures required by the Application Provider,sec,SecReq,llama3,sec,sec,sec,sec
1362,52," The back-end systems (multiple back-end systems may exist for a single card), which communicate with the cards, perform the verifications, and manage the off-card key databases, also shall be trusted.",sec,SecReq,llama3,sec,sec,sec,sec
1363,52,""" """"One of the major requirements for a GlobalPlatform card is the ability to provide a minimum level of cryptographic functionality. This cryptography is, for example, used for the generation of signatures, and is available for use by the Applications present on the card.""""""",sec,SecReq,llama3,sec,sec,sec,sec
1364,52, The Issuer Security Domain shall implement one Secure Channel Protocol.,sec,SecReq,llama3,sec,sec,sec,sec
1365,52, A Security Domain other than the Issuer Security Domain shall implement [at least] one Secure Channel Protocol.,sec,SecReq,llama3,sec,sec,sec,sec
1366,52, A GlobalPlatform card should support symmetric cryptography such as the Data Encryption Standard (DES) algorithm.,sec,SecReq,llama3,sec,sec,sec,sec
1367,52, A GlobalPlatform card may also support asymmetric cryptography such as the Rivest / Shamir / Adleman (RSA) algorithm.,sec,SecReq,llama3,sec,sec,sec,sec
1368,52," When present, services to encrypt and decrypt any pattern of data using these algorithms shall be available to Applications.",sec,SecReq,llama3,sec,sec,sec,sec
1369,52,""" """"It is the responsibility of the Card Issuer or the Controlling Authority to set up the appropriate off-card procedures to comply with the governmental restrictions upon cryptography. Features to disable or restrict cryptography usage by Applications on a card are beyond the scope of this Specification.""""""",sec,SecReq,llama3,sec,sec,sec,sec
1370,52, The Load File Data Block Hash is intended to verify the integrity of a complete Load File Data Block when loaded to a GlobalPlatform card.,sec,SecReq,llama3,sec,sec,sec,sec
1371,52, The Load File Data Block Hash is used in the computation of The Load File Data Block Signature,sec,SecReq,llama3,sec,sec,sec,sec
1372,52, The Load File Data Block Hash is used in the computation of The Load Token,nonsec,SecReq,llama3,sec,sec,sec,sec
1373,52," When present during the loading of a Load File to the card, each signature shall be verified by the appropriate Security Domain.",sec,SecReq,llama3,sec,sec,sec,sec
1374,52, Tokens shall be verified by the appropriate Security Domain.,sec,SecReq,llama3,sec,sec,sec,sec
1375,52, The appropriate Security Domain may generate Receipts during Delegated Management.,nonsec,SecReq,llama3,sec,sec,sec,sec
1376,52, A GlobalPlatform card may provide security services related to information exchanged between the card and an offcard entity.,nonsec,SecReq,llama3,sec,sec,sec,sec
1377,52, The security level of the communication with an off-card entity does not necessarily apply to each individual message being transmitted but can only apply to the environment and/or context in which messages are transmitted.,nonsec,SecReq,llama3,sec,sec,sec,sec
1378,52, The concept of the Life Cycle of the card (see section 5.1 - Card Life Cycle) may be used to determine the security level of the communication between the card and an off-card entity.,nonsec,SecReq,llama3,sec,sec,sec,sec
1379,52," A GlobalPlatform card offers Entity authentication - in which the card or the off-card entity proves its authenticity to the other entity through a cryptographic exchange,",sec,SecReq,llama3,sec,sec,sec,sec
1380,52," A GlobalPlatform card offers Integrity and authentication - in which the receiving entity (the card or off-card entity) ensures that the data being received from the sending entity (respectively the off-card entity or card) actually came from an authenticated entity in the correct sequence and has not been altered,",sec,SecReq,llama3,sec,sec,sec,sec
1381,52, A GlobalPlatform card offers Confidentiality - in which data being transmitted from the sending entity (the off-card entity or card) to the receiving entity (respectively the card or off-card entity) is not viewable by an unauthenticated entity.,sec,SecReq,llama3,sec,sec,sec,sec
1382,52," The life cycle models is responsible to functionality and security of Card, Executable Load Files, Executable Modules, Security Domains, and Applications.",sec,SecReq,llama3,sec,sec,sec,sec
1383,52, The OPEN shall owns and maintains the Life Cycle information within the GlobalPlatform Registry ,nonsec,SecReq,llama3,nonsec,sec,sec,sec
1384,52, The OPEN shall be responsible to maintain security and administration of the card and its content,sec,SecReq,llama3,sec,sec,sec,sec
1385,52," At OP_READY state, the OPEN shall be available and ready for execution ",nonsec,SecReq,llama3,nonsec,nonsec,nonsec,nonsec
1386,52," At OP_READY state, the runtime environment shall be  ready for execution ",nonsec,SecReq,llama3,nonsec,nonsec,nonsec,nonsec
1387,52," At OP_READY state, issuer security domain shall be implicitly selected application for all card interfaces",nonsec,SecReq,llama3,sec,sec,sec,sec
1388,52," At OP_READY state,Executable Load Files that were included in Immutable Persistent Memory shall be registered in the GlobalPlatform Registry",nonsec,SecReq,llama3,sec,sec,nonsec,sec
1389,52," At OP_READY, initial key shall be available within the issuer security domain",nonsec,SecReq,llama3,sec,sec,sec,sec
1390,52, The off-card entity under the OP_READY state may insert Security Domain keys  in order to maintain a cryptographic key separation from the Issuer Security Domain keys,sec,SecReq,llama3,sec,sec,sec,sec
1391,52, The SECURED state may be used to enforce the relevant security policies of the security domain and applications,sec,SecReq,llama3,sec,sec,sec,sec
1392,52, The off-card entity under the SECURE state shall be used to ensure the availability of all keys by the issuer security domain,sec,SecReq,llama3,sec,sec,sec,sec
1393,52, The CARD_LOCKED state shall has the ability to disable the selected security domain and application,nonsec,SecReq,llama3,,sec,sec,sec
1394,52, The card under CARD_LOCKED state shall only allow the application to select the final application privilege,nonsec,SecReq,llama3,sec,sec,sec,nonsec
1395,52, The Card Content changes including any type of data management (specifically Security Domain keys and data) shall not allowed in the CARD_LOCKED state.,nonsec,SecReq,llama3,sec,sec,sec,sec
1396,52, The state TERMINATED shall be used to permanently disable all card functionality with respect to any card content management and any life cycle changes.,nonsec,SecReq,llama3,sec,sec,sec,nonsec
1397,52," The GlobalPlatform Environment (OPEN) supports Command Dispatch functions (Application and Security Domain selection, (Optional) Logical channel management, Command dispatching) if the underlying runtime environment does not support them:",nonsec,SecReq,llama3,nonsec,sec,sec,nonsec
1398,52," The GlobalPlatform Environment (OPEN) supports Card Content Management functions (Content verification, Content loading, Content installation, Content removal, Access control rules for card content management) if the underlying runtime environment does not support them:",nonsec,SecReq,llama3,sec,sec,sec,nonsec
1399,52," The GlobalPlatform Environment (OPEN) supports Security Management functions (Security Domain locking and unlocking, Application locking and unlocking, Card locking and unlocking, Card termination, Privilege usage, Security Domain, privilege usage, Tracing and event logging) if the underlying runtime environment does not support them:",nonsec,SecReq,llama3,,sec,sec,sec
1400,52, The GlobalPlatform Environment (OPEN) supports GlobalPlatform Trusted Framework functions (Secure inter-application communication) if the underlying runtime environment does not support them:,nonsec,SecReq,llama3,sec,sec,sec,sec
1401,52, The GlobalPlatform Registry is a data store required to support the various system functions of the GlobalPlatform.,nonsec,SecReq,llama3,nonsec,sec,nonsec,nonsec
1402,52, Applications and Security Domains may access andor modify some content known or managed by the OPEN.,nonsec,SecReq,llama3,nonsec,sec,sec,sec
1403,52, The commands received by a GlobalPlatform card shall be processed by the OPEN or dispatched to the selected Application for processing.,nonsec,SecReq,llama3,nonsec,sec,sec,nonsec
1404,52, The SELECT [by name] command is processed by the OPEN.,nonsec,SecReq,llama3,nonsec,sec,nonsec,nonsec
1405,52," If the card is aware of logical channels but only supports the Basic Logical Channel, the OPEN shall respond with the appropriate error,",nonsec,SecReq,llama3,sec,sec,sec,nonsec
1406,52," If the card is aware of logical channels and supports at least one Supplementary Logical Channel, the OPEN shall process the command,",nonsec,SecReq,llama3,,sec,sec,sec
1407,52," If the card only supports the Basic Logical Channel and has no concept of logical channel support, the command shall be dispatched to the selected Application for processing.",nonsec,SecReq,llama3,sec,nonsec,nonsec,nonsec
1408,52, Any other type of command received shall be dispatched to the currently selected Application.,nonsec,SecReq,llama3,nonsec,nonsec,nonsec,nonsec
1409,52,""" """"Commands are either received on the Basic Logical Channel (logical channel number zero) or on a Supplementary Logical Channel (logical channel number other than zero). In compliance with ISO/IEC 7816-4, logical channel information shall be indicated in the class byte of the APDU command header.""""""",nonsec,SecReq,llama3,sec,sec,sec,nonsec
1410,52,""" """"For all commands, if the command indicates a Supplementary Logical Channel that is not opened then:   If the card only supports the Basic Logical Channel and has no concept of logical channel support, the command shall be dispatched to the selected Application for processing.   If the card is aware of logical channels, the OPEN shall respond with the appropriate error. (This requirement may exclude the SELECT command, if the card supports opening of a logical channel using the SELECT command.)""""""",nonsec,SecReq,llama3,sec,nonsec,nonsec,sec
1411,52," For commands that are dispatched to an Application, it is the responsibility of the Application to correctly reject commands that it does not recognize, expect or cannot process.",nonsec,SecReq,llama3,sec,sec,sec,sec
1412,52, The Issuer Security Domain shall have no multi-selection restrictions on cards that support multiple logical channels i.e. it shall be capable of being selected across multiple logical channels.,nonsec,SecReq,llama3,sec,sec,sec,sec
1413,52, The Issuer Security Domain is by default the implicitly selectable Application on all logical channels of all card I/O interfaces supported by the card. Implicit selection on a specific logical channel of a specific card I/O interface may be assigned only if the Issuer Security Domain is the implicitly selectable Application on that logical channel of that card I/O interface and no other Locked Application is registered as implicitly selectable for the same logical channel and card I/O interface,nonsec,SecReq,llama3,sec,sec,,sec
1414,52," An Application installed or made selectable with a specific Implicit Selection parameter is registered in the GlobalPlatform Registry as the implicitly selectable Application on the logical channel(s) of the card I/O interface(s) indicated in the parameter if no other Application (other than the Issuer Security Domain) is already registered as implicitly selectable on that logical channel(s) of that card I/O interface(s),",nonsec,SecReq,llama3,sec,sec,,sec
1415,52," An Application installed or made selectable with the Card Reset privilege and no Implicit Selection parameter is registered in the GlobalPlatform Registry as the implicitly selectable Application on the Basic Logical Channel for all card I/O interfaces supported by the card if no other Application (other than the Issuer Security Domain) is already registered as implicitly selectable on the Basic Logical Channel of any card I/O interface,",nonsec,SecReq,llama3,sec,sec,sec,sec
1416,52," If an Application implicitly selectable on specific logical channel(s) of specific card I/O interface(s) is deleted, the Issuer Security Domain becomes the implicitly selectable Application on that logical channel(s) of that card I/O interface(s).",nonsec,SecReq,llama3,sec,sec,sec,sec
1417,52,""" """"The OPEN shall use the implicit selection registration of each Application for controlling the following runtime behavioral requirements:   Identifying the Application which is implicitly selectable on the Basic Logical Channel of the current card I/O interface during the card reset or activation sequence,   Identifying the Application which is implicitly selectable when opening on the current card I/O interface a new Supplementary Logical Channel from the Basic Logical Channel.""""""",nonsec,SecReq,llama3,nonsec,sec,nonsec,nonsec
1418,52, The Basic Logical Channel is the permanently available interface to a GlobalPlatform card and shall be supported by the OPEN.,nonsec,SecReq,llama3,nonsec,sec,nonsec,nonsec
1419,52," The OPEN shall support Application selection on the Basic Logical Channel via Implicit Selection following the card reset (see ISO/IEC 7816-3 for contact cards) or activation sequence (see ISO/IEC 14443-3 for contactless cards),",nonsec,SecReq,llama3,sec,sec,sec,nonsec
1420,52, The OPEN shall support Application selection on the Basic Logical Channel via Explicit Selection through the SELECT [by name] command.,nonsec,SecReq,llama3,nonsec,nonsec,nonsec,nonsec
1421,52, The OPEN may also support additional selection processes.,nonsec,SecReq,llama3,nonsec,nonsec,nonsec,nonsec
1422,52," Partial AID selection as defined in section 6.4.2.1.2 - Explicit Selection, shall be supported. (Partial AID selection does not require knowledge of the full AID by the off-card entity.)",nonsec,SecReq,llama3,nonsec,nonsec,nonsec,nonsec
1423,52," As multiple Applications on the card may have the same partial AID, it is required that a method exists to select all Applications matching the partial AID.",nonsec,SecReq,llama3,nonsec,nonsec,nonsec,nonsec
1424,52," Once the card session has been established (for contact cards according to ISO/IEC 7816-4 after Answer-to-Reset, or after the activation sequence for contactless cards according to ISO/IEC 14443-3), and before the first command is issued to the card, the Application defined as implicitly selectable on the Basic Logical Channel and for that card I/O interface shall become the selected Application on the Basic Logical Channel for that card I/O interface.",nonsec,SecReq,llama3,sec,sec,sec,nonsec
1425,52," If the card is in the Life Cycle State CARD_LOCKED or TERMINATED, the Application with the Final Application privilege is the selected Application on the Basic Logical Channel and the OPEN shall not attempt to identify the implicitly selectable Application",nonsec,SecReq,llama3,"{'card_life_cycle_state': {'CARD_LOCKED': {'label': 'sec'}, 'TERMINATED': {'label': 'sec'}}}",sec,sec,sec
1426,52," In all other cases the OPEN shall search the GlobalPlatform Registry for an Application that is marked as implicitly selectable on the Basic Logical Channel for the current card I/O interface (e.g. contact or contactless), and if this Application is not in the Life Cycle State LOCKED, it shall become the selected Application on the Basic Logical Channel. If this is an Application in the Life Cycle State LOCKED, the Application with the Final Application privilege shall become the selected Application on the Basic Logical Channel.",nonsec,SecReq,llama3,sec,sec,,nonsec
1427,52, At any time during a Card Session the OPEN may receive a request to select an Application on the Basic Logical Channel (SELECT [by name] [first or only occurrence] command). The OPEN shall determine if the requested AID matches or partially matches an entry within the GlobalPlatform Registry and whether this entry is selectable.,nonsec,SecReq,llama3,nonsec,sec,nonsec,nonsec
1428,52," At any time during a Card Session that has already contained a SELECT [by name] [first or only occurrence] command, the OPEN may receive a request to select a next Application (SELECT [by name] [next occurrence] command) on the Basic Logical Channel. The OPEN shall determine if the requested AID matches or partially matches another entry within the GlobalPlatform Registry and whether this entry is selectable.",nonsec,SecReq,llama3,sec,nonsec,sec,nonsec
1429,52,""" """"For both the SELECT [by name] [first or only occurrence] command and the SELECT [by name] [next occurrence] command, an Application becomes the selected Application on the Basic Logical Channel if:   The requested AID matches (fully or partially) the Application�s AID,   The Application being selected is in the correct Life Cycle State,   The Application has no restrictions due to multi-selection, and supports the current card interface.""""""",nonsec,SecReq,llama3,nonsec,nonsec,sec,nonsec
1430,52,""" """"In the card Life Cycle State CARD_LOCKED: - If the Application being selected has the Final Application privilege, this Application is re-selected and a warning is returned to the off-card entity, - If any other Application is being selected, the Application with the Final Application privilege remains selected and an error is returned to the off- card entity,""""""",nonsec,SecReq,llama3,sec,sec,sec,nonsec
1431,52,""" """"If a SELECT [by name] [first or only occurrence] or SELECT [by name] [next occurrence] is received and the data field of the command message is not present, the Issuer Security Domain shall become the currently selected Application and the SELECT command is dispatched to the Issuer Security Domain,""""""",nonsec,SecReq,llama3,sec,sec,sec,sec
1432,52," If a SELECT [by name] [first or only occurrence] is received, the search always begins from the start of the GlobalPlatform Registry,",nonsec,SecReq,llama3,sec,nonsec,nonsec,nonsec
1433,52," If a SELECT [by name] [next occurrence] is received, the search always begins from the entry following the currently selected Application on the Basic Logical Channel in the GlobalPlatform Registry,",nonsec,SecReq,llama3,sec,nonsec,sec,nonsec
1434,52," If a full or partial match is found and this Application is in the Life Cycle State INSTALLED, continue searching through the GlobalPlatform Registry for a subsequent full or partial match. If no subsequent full or partial match is found, the OPEN shall return the appropriate error to the off-card entity,",nonsec,SecReq,llama3,"{'type': 'sec', 'message': 'No subsequent full or partial match found in GlobalPlatform Registry. Application is in INSTALLED state.'}",nonsec,sec,sec
1435,52," If a full or partial match is found and this Application is in the Life Cycle State LOCKED, continue searching through the GlobalPlatform Registry for a subsequent full or partial match. In the eventuality that this locked Application is already currently selected on the Basic Logical Channel, the OPEN shall terminate this Application Session. If no subsequent full or partial match is found, the OPEN shall return the appropriate error to the off-card entity,",nonsec,SecReq,llama3,"{'type': 'string', 'description': ""Security-related ('sec') or non-security related ('nonsec') error label""}",sec,sec,sec
1436,52," If a full or partial match is found and this Application cannot be selected due to a multi-selection restriction or because the Application refuses selection (e.g. because it does not support the current card interface), continue searching through the GlobalPlatform Registry for a subsequent full or partial match. If no subsequent full or partial match is found, the OPEN shall return the appropriate error to the off-card entity,",nonsec,SecReq,llama3,sec,nonsec,sec,nonsec
1437,52," If a full or partial match is found and this Application is selectable (i.e. in the correct Life Cycle State and has no multi-selection restrictions), then it shall become the currently selected Application on the Basic Logical Channel and the SELECT [by name] command, whether [first or only occurrence] or [next occurrence], shall be processed according to the requirements of the runtime environment (e.g. dispatched to the Application),",nonsec,SecReq,llama3,sec,nonsec,sec,nonsec
1438,52,""" """"If no full or partial match is found at all, the currently selected Application on the Basic Logical Channel shall remain the selected Application and - If the SELECT [by name] command has the [first or only occurrence] parameter set, the SELECT command is dispatched to the Application, - If the SELECT [by name] command has the [next occurrence] parameter set, the OPEN shall return the appropriate error to the off-card entity,""""""",nonsec,SecReq,llama3,nonsec,nonsec,nonsec,nonsec
1439,52," In the eventuality that the current Application Session has been terminated and no subsequent full or partial match is found, the OPEN shall make an attempt to select the Application that is marked as implicitly selectable on the Basic Logical Channel for the current card interface.",nonsec,SecReq,llama3,nonsec,nonsec,nonsec,nonsec
1440,52, At any time during a Card Session the OPEN may receive a request on the Basic Logical Channel to either open or close a Supplementary Logical Channel.,nonsec,SecReq,llama3,nonsec,sec,nonsec,nonsec
1441,52," If the card only supports the Basic Logical Channel and has no concept of logical channel support, the MANAGE CHANNEL command is dispatched to the currently selected Application. In this case, when a Security Domain is the currently selected Application, the command shall be rejected.",nonsec,SecReq,llama3,sec,sec,sec,sec
1442,52,""" """"On cards that support logical channels, if a MANAGE CHANNEL [open] is received:   If an Application is designated as implicitly selectable on the new Supplementary Logical Channel for the current card interface, that Application is implicitly selected on the newly opened Supplementary Logical Channel and runtime behavior requirements apply,   Otherwise the Application designated as implicitly selectable on the Basic Logical Channel for this card interface is implicitly selected on the newly opened Supplementary Logical Channel and runtime behavior requirements apply.""""""",nonsec,SecReq,llama3,nonsec,nonsec,nonsec,nonsec
1443,52," On cards that support logical channels, if a MANAGE CHANNEL [close] is received, terminate the Application Session currently selected on the Supplementary Logical Channel indicated by the command and then close that logical channel. The Basic Logical Channel can never be closed.",nonsec,SecReq,llama3,nonsec,nonsec,nonsec,nonsec
1444,52," If the card is in the Life Cycle State CARD_LOCKED or TERMINATED, return the appropriate error.",nonsec,SecReq,llama3,sec,sec,sec,sec
1445,52," If the number of logical channels supported by the OPEN is not sufficient to open a new Supplementary Logical Channel, return the appropriate error.",nonsec,SecReq,llama3,nonsec,nonsec,nonsec,nonsec
1446,52,""" """"The OPEN shall search the GlobalPlatform Registry for the Application that supports the current card interface and that is marked as implicitly selectable on the new Supplementary Logical Channel (or failing that, on the Basic Logical Channel) and: - If this is an Application in the Life Cycle State LOCKED, the Application with the Final Application privilege shall become the selected Application on the Supplementary Logical Channel, - If this Application cannot be selected due to a multi-selection restriction, the new logical channel shall not be opened and the OPEN shall return the appropriate error, - Otherwise, the Supplementary Logical Channel is opened and this Application shall become the selected Application on the Supplementary Logical Channel.""""""",nonsec,SecReq,llama3,sec,sec,sec,nonsec
1447,52," Once an Application becomes the selected Application on the Basic Logical Channel, the responsibility for subsequent command dispatching still rests with the OPEN.",nonsec,SecReq,llama3,nonsec,nonsec,nonsec,nonsec
1448,52," On cards that are aware of logical channels, the MANAGE CHANNEL commands are only processed by the OPEN and are not dispatched to an Application.",nonsec,SecReq,llama3,sec,sec,sec,nonsec
1449,52, All other commands (including the MANAGE CHANNEL commands on cards that are not aware of logical channels or SELECT commands not described in section 6.4.2.1.2 - Explicit Selection) are immediately dispatched to the Application currently selected on the Basic Logical Channel. The processing of the command by the Application is beyond the scope of this Specification.,nonsec,SecReq,llama3,nonsec,nonsec,nonsec,nonsec
1450,52,""" """"The OPEN shall support Application selection on an available Supplementary Logical Channel via two processes:   Implicit Selection following a successful MANAGE CHANNEL [open] command,   Explicit Selection through the SELECT [by name] command.""""""",nonsec,SecReq,llama3,nonsec,nonsec,nonsec,nonsec
1451,52, The OPEN may also support additional selection processes.,nonsec,SecReq,llama3,nonsec,nonsec,nonsec,nonsec
1452,52," Partial AID selection as defined in section 6.4.3.1.2 - Explicit Selection, shall be supported on Supplementary Logical Channels.",nonsec,SecReq,llama3,nonsec,sec,nonsec,nonsec
1453,52," At any time on an open Supplementary Logical Channel, the OPEN may receive a request to select an Application on this Supplementary Logical Channel (SELECT [by name] [first or only occurrence] command). The OPEN shall determine if the requested AID matches or partially matches an entry within the GlobalPlatform Registry and whether this entry is selectable.",nonsec,SecReq,llama3,nonsec,sec,nonsec,nonsec
1454,52," At any time on an open Supplementary Logical Channel that has already contained a SELECT [by name] [first or only occurrence] command since the Supplementary Logical Channel was last opened, the OPEN may receive a request to select a next Application (SELECT [by name] [next occurrence] command) on this Supplementary Logical Channel. The OPEN shall determine if the requested AID matches or partially matches another entry within the GlobalPlatform Registry and whether this entry is selectable.",nonsec,SecReq,llama3,sec,sec,,nonsec
1455,52,""" """"For both the SELECT [by name] [first or only occurrence] command and the SELECT [by name] [next occurrence] command, an Application becomes the selected Application on the Supplementary Logical Channel if:   The requested AID matches (fully or partially) the Application�s AID,   The Application being selected is in the correct Life Cycle State,   The Application has no restrictions due to multi-selection, and supports the current card interface.""""""",nonsec,SecReq,llama3,nonsec,nonsec,sec,nonsec
1456,52,""" """"If the card is in the Life Cycle State CARD_LOCKED or TERMINATED: - Close the Supplementary Logical Channel, if currently open, - Return the appropriate error,""""""",nonsec,SecReq,llama3,sec,sec,sec,sec
1457,52," If a SELECT [by name] [first or only occurrence] or SELECT [by name] [next occurrence] is received and the data field of the command message is not present, the Issuer Security Domain shall become the currently selected Application and the SELECT command is dispatched to the Issuer Security Domain,",nonsec,SecReq,llama3,sec,sec,sec,sec
1458,52," If a SELECT [by name] [first or only occurrence] is received, the search always begins from the start of the GlobalPlatform Registry,",nonsec,SecReq,llama3,sec,nonsec,nonsec,nonsec
1459,52," If a SELECT [by name] [next occurrence] is received, the search always begins from the entry following the currently selected Application on this Supplementary Logical Channel in the GlobalPlatform Registry,",nonsec,SecReq,llama3,sec,nonsec,sec,nonsec
1460,52," If a full or partial match is found and this Application is in the Life Cycle State INSTALLED, continue searching through the GlobalPlatform Registry for a subsequent full or partial match. If no subsequent full or partial match is found, the OPEN shall return the appropriate error to the off-card entity,",nonsec,SecReq,llama3,"{'type': 'sec', 'message': 'No subsequent full or partial match found in GlobalPlatform Registry. Application is in INSTALLED state.'}",nonsec,sec,sec
1461,52," If a full or partial match is found and this Application is in the Life Cycle State LOCKED, continue searching through the GlobalPlatform Registry for a subsequent full or partial match. In the eventuality that this locked Application is already currently selected on the same Supplementary Logical Channel, the OPEN shall terminate this Application Session. If no subsequent full or partial match is found, the OPEN shall return the appropriate error to the off-card entity,",nonsec,SecReq,llama3,"{'type': 'string', 'description': ""Security-related ('sec') or non-security related ('nonsec') error label""}",sec,sec,sec
1462,52,""" """"If a full or partial match is found and this Application cannot be selected due to a multi-selection restriction or because the Application refuses selection (e.g. because it does not support the current card interface), continue searching through the GlobalPlatform Registry for a subsequent full or partial match. If no subsequent full or partial match is found, the OPEN shall return the appropriate error to the off-card entity,""""""",nonsec,SecReq,llama3,sec,nonsec,sec,nonsec
1463,52," If a full or partial match is found and this Application is selectable (i.e. in the correct Life Cycle State and has no multi-selection restrictions), then it shall become the currently selected Application on this Supplementary Logical Channel and the SELECT [by name] command, whether [first or only occurrence] or [next occurrence], shall be processed according to the requirements of the runtime environment (e.g. dispatched to the Application),",nonsec,SecReq,llama3,sec,nonsec,sec,nonsec
1464,52,""" """"If no full or partial match is found at all, the currently selected Application on the Supplementary Logical Channel shall remain the selected Application and - If the SELECT [by name] command has the [first or only occurrence] parameter set, the SELECT command is dispatched to the Application, - If the SELECT [by name] command has the [next occurrence] parameter set, the OPEN shall return the appropriate error to the off-card entity.""""""",nonsec,SecReq,llama3,nonsec,nonsec,nonsec,nonsec
1465,52,""" """"At any time on an open Supplementary Logical Channel the OPEN may receive a request to either open or close a Supplementary Logical Channel. If a MANAGE CHANNEL [open] is received and the Application selected on the original Supplementary Logical Channel has no multi-selection restrictions, this Application becomes the selected Application on the newly opened Supplementary Logical Channel. If a MANAGE CHANNEL [close] is received, terminate the Application Session currently selected on the Supplementary Logical Channel indicated by the command and then close that logical channel. The Basic Logical Channel can never be closed.""""""",nonsec,SecReq,llama3,nonsec,nonsec,nonsec,nonsec
1466,52," If the card is in the Life Cycle State CARD_LOCKED or TERMINATED, return the appropriate error,",nonsec,SecReq,llama3,sec,sec,,sec
1467,52," If the number of logical channels supported by the OPEN is not sufficient to open a new Supplementary Logical Channel, return the appropriate error,",nonsec,SecReq,llama3,nonsec,nonsec,nonsec,nonsec
1468,52," If the Application currently selected on the original Supplementary Logical Channel cannot be selected on the new Supplementary Logical Channel due to a multi-selection restriction, the new logical channel shall not be opened and the OPEN shall return the appropriate error,",nonsec,SecReq,llama3,sec,sec,sec,nonsec
1469,52," Otherwise, the Supplementary Logical Channel indicated by the command is opened and the Application currently selected on the original Supplementary Logical Channel shall become the selected Application on the newly opened Supplementary Logical Channel.",nonsec,SecReq,llama3,nonsec,nonsec,nonsec,nonsec
1470,52," Once an Application becomes the selected Application on a Supplementary Logical Channel, the responsibility for subsequent command dispatching still rests with the OPEN.",nonsec,SecReq,llama3,nonsec,nonsec,nonsec,nonsec
1471,52, The MANAGE CHANNEL commands are only processed by the OPEN and are not dispatched to an Application.,nonsec,SecReq,llama3,sec,sec,sec,nonsec
1472,52, All other commands (including SELECT commands not described in section 6.4.3.1.2 - Explicit Selection) are immediately dispatched to the Application currently selected on the Supplementary Logical Channel. The processing of the command by the Application is beyond the scope of this Specification.,nonsec,SecReq,llama3,nonsec,nonsec,nonsec,nonsec
1473,52,""" """"The GlobalPlatform Registry is used to:   Store card management information,   Store relevant application management information (e.g., AID, associated Security Domain and Privileges),   Support card resource management data,   Store Application Life Cycle information,   Store card Life Cycle information,   Track any counters associated with logs.""""""",nonsec,SecReq,llama3,sec,sec,sec,nonsec
1474,52,""" """"The contents of the GlobalPlatform Registry may be updated in response to:   An internal OPEN invoked action,   An authorized Application invoked action.""""""",nonsec,SecReq,llama3,sec,sec,sec,sec
1475,52," All Applications including all Security Domains, and all Executable Load Files, shall have an entry in the GlobalPlatform Registry.",nonsec,SecReq,llama3,sec,sec,sec,sec
1476,52, Each Executable Load File or Executable Module is associated with an AID that shall be unique on the card.,nonsec,SecReq,llama3,sec,sec,sec,nonsec
